Meta Data,Time Series (5min)
"Intraday (5min) open, high, low, close prices and volume",
SPY,
2009-01-30 19:55:00,
5min,
Full size,
US/Eastern,
,"{'1. open': '63.4440', '2. high': '63.5320', '3. low': '63.1550', '4. close': '63.2850', '5. volume': '3211603'}"
,"{'1. open': '63.5040', '2. high': '63.5770', '3. low': '63.2600', '4. close': '63.3600', '5. volume': '2570506'}"
,"{'1. open': '63.3680', '2. high': '63.5920', '3. low': '63.2150', '4. close': '63.4280', '5. volume': '3894159'}"
,"{'1. open': '63.3010', '2. high': '63.4490', '3. low': '63.0650', '4. close': '63.2850', '5. volume': '2800580'}"
,"{'1. open': '63.3160', '2. high': '63.4790', '3. low': '63.1320', '4. close': '63.2250', '5. volume': '3695538'}"
,"{'1. open': '63.3460', '2. high': '63.4420', '3. low': '63.0870', '4. close': '63.2250', '5. volume': '3175478'}"
,"{'1. open': '63.3050', '2. high': '63.4420', '3. low': '63.1470', '4. close': '63.2700', '5. volume': '3961074'}"
,"{'1. open': '63.2560', '2. high': '63.4340', '3. low': '63.0950', '4. close': '63.2080', '5. volume': '5220074'}"
,"{'1. open': '63.1580', '2. high': '63.3660', '3. low': '63.0050', '4. close': '63.1720', '5. volume': '3414611'}"
,"{'1. open': '63.0080', '2. high': '63.3360', '3. low': '62.8030', '4. close': '63.0750', '5. volume': '3125721'}"
,"{'1. open': '63.1130', '2. high': '63.2360', '3. low': '62.7580', '4. close': '62.9250', '5. volume': '6007619'}"
,"{'1. open': '63.2010', '2. high': '63.3440', '3. low': '62.9300', '4. close': '63.0300', '5. volume': '3460350'}"
,"{'1. open': '63.2260', '2. high': '63.3510', '3. low': '63.0270', '4. close': '63.1200', '5. volume': '2880938'}"
,"{'1. open': '63.1270', '2. high': '63.3360', '3. low': '62.8480', '4. close': '63.1420', '5. volume': '5576703'}"
,"{'1. open': '63.1730', '2. high': '63.2610', '3. low': '62.9000', '4. close': '63.0370', '5. volume': '5669874'}"
,"{'1. open': '63.0830', '2. high': '63.2610', '3. low': '62.8400', '4. close': '63.0900', '5. volume': '6368997'}"
,"{'1. open': '63.3240', '2. high': '63.4040', '3. low': '62.8780', '4. close': '63.0000', '5. volume': '7105382'}"
,"{'1. open': '63.4290', '2. high': '63.5090', '3. low': '63.0650', '4. close': '63.2400', '5. volume': '7227293'}"
,"{'1. open': '63.6320', '2. high': '63.6980', '3. low': '63.2300', '4. close': '63.3450', '5. volume': '6459554'}"
,"{'1. open': '63.6770', '2. high': '63.7950', '3. low': '63.4470', '4. close': '63.5480', '5. volume': '4238511'}"
,"{'1. open': '63.5710', '2. high': '63.7650', '3. low': '63.3720', '4. close': '63.5930', '5. volume': '6069693'}"
,"{'1. open': '63.7370', '2. high': '63.8030', '3. low': '63.3950', '4. close': '63.4880', '5. volume': '7928698'}"
,"{'1. open': '63.8950', '2. high': '64.0360', '3. low': '63.5520', '4. close': '63.6530', '5. volume': '7535944'}"
,"{'1. open': '63.9470', '2. high': '64.1110', '3. low': '63.7250', '4. close': '63.8100', '5. volume': '5316087'}"
,"{'1. open': '63.8800', '2. high': '64.0960', '3. low': '63.5670', '4. close': '63.8700', '5. volume': '7499136'}"
,"{'1. open': '63.9170', '2. high': '64.0590', '3. low': '63.7170', '4. close': '63.7880', '5. volume': '4635863'}"
,"{'1. open': '63.8870', '2. high': '64.0360', '3. low': '63.5820', '4. close': '63.8330', '5. volume': '6670963'}"
,"{'1. open': '63.9320', '2. high': '64.0140', '3. low': '63.6270', '4. close': '63.8030', '5. volume': '7171868'}"
,"{'1. open': '64.1280', '2. high': '64.3820', '3. low': '63.7770', '4. close': '63.8550', '5. volume': '7047189'}"
,"{'1. open': '64.3460', '2. high': '64.5250', '3. low': '63.9350', '4. close': '64.0430', '5. volume': '6059405'}"
,"{'1. open': '64.3160', '2. high': '64.4500', '3. low': '64.0550', '4. close': '64.2530', '5. volume': '6197847'}"
,"{'1. open': '64.3310', '2. high': '64.4200', '3. low': '64.1150', '4. close': '64.2230', '5. volume': '616682'}"
,"{'1. open': '64.2860', '2. high': '64.3970', '3. low': '64.0770', '4. close': '64.2380', '5. volume': '345661'}"
,"{'1. open': '64.1730', '2. high': '64.3600', '3. low': '63.9650', '4. close': '64.1930', '5. volume': '544346'}"
,"{'1. open': '64.1350', '2. high': '64.2620', '3. low': '63.9650', '4. close': '64.0960', '5. volume': '442250'}"
,"{'1. open': '64.1880', '2. high': '64.2850', '3. low': '63.8670', '4. close': '64.0510', '5. volume': '1314886'}"
,"{'1. open': '64.3680', '2. high': '64.4430', '3. low': '63.9650', '4. close': '64.0960', '5. volume': '651789'}"
,"{'1. open': '64.3530', '2. high': '64.4650', '3. low': '64.0850', '4. close': '64.2910', '5. volume': '790284'}"
,"{'1. open': '64.4130', '2. high': '64.4880', '3. low': '64.1370', '4. close': '64.2610', '5. volume': '438516'}"
,"{'1. open': '64.5860', '2. high': '64.6530', '3. low': '64.2120', '4. close': '64.3210', '5. volume': '414379'}"
,"{'1. open': '64.4730', '2. high': '64.6830', '3. low': '64.2650', '4. close': '64.5010', '5. volume': '687817'}"
,"{'1. open': '64.4960', '2. high': '64.6610', '3. low': '64.2720', '4. close': '64.3810', '5. volume': '525522'}"
,"{'1. open': '64.6990', '2. high': '64.8040', '3. low': '64.2800', '4. close': '64.4030', '5. volume': '974203'}"
,"{'1. open': '64.7060', '2. high': '64.8560', '3. low': '64.5500', '4. close': '64.6510', '5. volume': '127701'}"
,"{'1. open': '64.5940', '2. high': '64.7740', '3. low': '64.3770', '4. close': '64.6140', '5. volume': '160634'}"
,"{'1. open': '64.6840', '2. high': '64.7590', '3. low': '64.3770', '4. close': '64.5090', '5. volume': '430365'}"
,"{'1. open': '64.8270', '2. high': '64.8940', '3. low': '64.4670', '4. close': '64.5840', '5. volume': '396463'}"
,"{'1. open': '64.8340', '2. high': '64.9240', '3. low': '64.6170', '4. close': '64.7410', '5. volume': '123739'}"
,"{'1. open': '64.9320', '2. high': '65.1460', '3. low': '64.6700', '4. close': '64.7490', '5. volume': '696413'}"
,"{'1. open': '65.0220', '2. high': '65.1050', '3. low': '64.7450', '4. close': '64.8460', '5. volume': '173776'}"
,"{'1. open': '65.0070', '2. high': '65.1050', '3. low': '64.8420', '4. close': '64.9360', '5. volume': '89783'}"
,"{'1. open': '65.0220', '2. high': '65.1120', '3. low': '64.8350', '4. close': '64.9210', '5. volume': '172732'}"
,"{'1. open': '65.1200', '2. high': '65.1870', '3. low': '64.8650', '4. close': '64.9360', '5. volume': '46235'}"
,"{'1. open': '65.0670', '2. high': '65.1800', '3. low': '64.8870', '4. close': '65.0270', '5. volume': '29090'}"
,"{'1. open': '65.0600', '2. high': '65.1650', '3. low': '64.8950', '4. close': '64.9890', '5. volume': '17558'}"
,"{'1. open': '65.0750', '2. high': '65.1650', '3. low': '64.8870', '4. close': '64.9740', '5. volume': '22316'}"
,"{'1. open': '65.0450', '2. high': '65.1500', '3. low': '64.8720', '4. close': '64.9660', '5. volume': '17374'}"
,"{'1. open': '65.0450', '2. high': '65.1350', '3. low': '64.8570', '4. close': '64.9660', '5. volume': '100949'}"
,"{'1. open': '65.1120', '2. high': '65.1950', '3. low': '64.8870', '4. close': '64.9660', '5. volume': '95399'}"
,"{'1. open': '65.1200', '2. high': '65.1950', '3. low': '64.8950', '4. close': '65.0190', '5. volume': '75943'}"
,"{'1. open': '65.0150', '2. high': '65.1800', '3. low': '64.8570', '4. close': '65.0190', '5. volume': '229004'}"
,"{'1. open': '64.9390', '2. high': '65.0750', '3. low': '64.7820', '4. close': '64.9210', '5. volume': '8436'}"
,"{'1. open': '64.9700', '2. high': '65.0520', '3. low': '64.7970', '4. close': '64.8690', '5. volume': '6100'}"
,"{'1. open': '64.9240', '2. high': '65.0140', '3. low': '64.7670', '4. close': '64.8610', '5. volume': '2600'}"
,"{'1. open': '64.8870', '2. high': '64.9770', '3. low': '64.7300', '4. close': '64.8240', '5. volume': '1600'}"
,"{'1. open': '65.0000', '2. high': '65.0670', '3. low': '64.6850', '4. close': '64.7560', '5. volume': '4550'}"
,"{'1. open': '65.0970', '2. high': '65.1650', '3. low': '64.7900', '4. close': '64.8610', '5. volume': '4700'}"
,"{'1. open': '65.1950', '2. high': '65.2630', '3. low': '64.9470', '4. close': '65.0190', '5. volume': '5780'}"
,"{'1. open': '65.2700', '2. high': '65.3460', '3. low': '65.0600', '4. close': '65.1390', '5. volume': '10000'}"
,"{'1. open': '65.2850', '2. high': '65.3530', '3. low': '65.1120', '4. close': '65.1840', '5. volume': '2000'}"
,"{'1. open': '65.3450', '2. high': '65.4130', '3. low': '65.1650', '4. close': '65.2370', '5. volume': '500'}"
,"{'1. open': '65.3000', '2. high': '65.3680', '3. low': '65.1420', '4. close': '65.2140', '5. volume': '300'}"
,"{'1. open': '65.2850', '2. high': '65.3530', '3. low': '65.1200', '4. close': '65.1920', '5. volume': '700'}"
,"{'1. open': '65.2250', '2. high': '65.2930', '3. low': '65.0670', '4. close': '65.1390', '5. volume': '200'}"
,"{'1. open': '65.1420', '2. high': '65.2630', '3. low': '64.9850', '4. close': '65.1090', '5. volume': '380'}"
,"{'1. open': '65.1050', '2. high': '65.2030', '3. low': '64.9470', '4. close': '65.0490', '5. volume': '600'}"
,"{'1. open': '65.0370', '2. high': '65.1720', '3. low': '64.8800', '4. close': '65.0190', '5. volume': '200'}"
,"{'1. open': '65.1050', '2. high': '65.1720', '3. low': '64.9250', '4. close': '64.9960', '5. volume': '200'}"
,"{'1. open': '65.0970', '2. high': '65.2250', '3. low': '64.9400', '4. close': '65.0720', '5. volume': '7800'}"
,"{'1. open': '65.0600', '2. high': '65.1650', '3. low': '64.9020', '4. close': '65.0120', '5. volume': '400'}"
,"{'1. open': '65.1050', '2. high': '65.1720', '3. low': '64.8570', '4. close': '64.9440', '5. volume': '1300'}"
,"{'1. open': '65.1730', '2. high': '65.2400', '3. low': '64.9700', '4. close': '65.0420', '5. volume': '200'}"
,"{'1. open': '65.3380', '2. high': '65.4060', '3. low': '64.9700', '4. close': '65.0420', '5. volume': '1013'}"
,"{'1. open': '65.2480', '2. high': '65.3150', '3. low': '65.0900', '4. close': '65.1620', '5. volume': '200'}"
,"{'1. open': '65.3600', '2. high': '65.4280', '3. low': '65.2020', '4. close': '65.2740', '5. volume': '100'}"
,"{'1. open': '65.4730', '2. high': '65.5790', '3. low': '65.3150', '4. close': '65.4020', '5. volume': '1400'}"
,"{'1. open': '65.9020', '2. high': '65.9700', '3. low': '65.6750', '4. close': '65.7620', '5. volume': '11796'}"
,"{'1. open': '65.8940', '2. high': '65.9850', '3. low': '65.7350', '4. close': '65.8220', '5. volume': '7617'}"
,"{'1. open': '65.8720', '2. high': '65.9780', '3. low': '65.7120', '4. close': '65.8000', '5. volume': '5239'}"
,"{'1. open': '65.8640', '2. high': '65.9470', '3. low': '65.6820', '4. close': '65.7850', '5. volume': '20184'}"
,"{'1. open': '65.8420', '2. high': '65.9320', '3. low': '65.6820', '4. close': '65.7700', '5. volume': '5638'}"
,"{'1. open': '65.8490', '2. high': '65.9250', '3. low': '65.6520', '4. close': '65.7550', '5. volume': '32410'}"
,"{'1. open': '65.8570', '2. high': '65.9250', '3. low': '65.6820', '4. close': '65.7620', '5. volume': '13569'}"
,"{'1. open': '65.8270', '2. high': '65.9320', '3. low': '65.6670', '4. close': '65.7620', '5. volume': '12341'}"
,"{'1. open': '65.7210', '2. high': '65.9170', '3. low': '65.5620', '4. close': '65.7320', '5. volume': '32274'}"
,"{'1. open': '65.7360', '2. high': '65.8050', '3. low': '65.5400', '4. close': '65.6420', '5. volume': '6414'}"
,"{'1. open': '65.7510', '2. high': '65.8200', '3. low': '65.5550', '4. close': '65.6420', '5. volume': '20357'}"
,"{'1. open': '65.6460', '2. high': '65.8200', '3. low': '65.4870', '4. close': '65.6650', '5. volume': '11379'}"
,"{'1. open': '65.6540', '2. high': '65.7220', '3. low': '65.4950', '4. close': '65.5670', '5. volume': '650'}"
,"{'1. open': '65.6540', '2. high': '65.7290', '3. low': '65.4870', '4. close': '65.5600', '5. volume': '4369'}"
,"{'1. open': '65.6390', '2. high': '65.7220', '3. low': '65.4800', '4. close': '65.5600', '5. volume': '2447'}"
,"{'1. open': '65.6390', '2. high': '65.7370', '3. low': '65.4800', '4. close': '65.5670', '5. volume': '34469'}"
,"{'1. open': '65.6240', '2. high': '65.7070', '3. low': '65.4650', '4. close': '65.5520', '5. volume': '2494'}"
,"{'1. open': '65.6240', '2. high': '65.6920', '3. low': '65.4650', '4. close': '65.5370', '5. volume': '125'}"
,"{'1. open': '65.6310', '2. high': '65.6990', '3. low': '65.4720', '4. close': '65.5450', '5. volume': '7704'}"
,"{'1. open': '65.6460', '2. high': '65.7140', '3. low': '65.4800', '4. close': '65.5600', '5. volume': '6904'}"
,"{'1. open': '65.6390', '2. high': '65.7070', '3. low': '65.4650', '4. close': '65.5370', '5. volume': '61100'}"
,"{'1. open': '65.6240', '2. high': '65.7140', '3. low': '65.4500', '4. close': '65.5600', '5. volume': '27234'}"
,"{'1. open': '65.6240', '2. high': '65.6920', '3. low': '65.4200', '4. close': '65.4990', '5. volume': '19907'}"
,"{'1. open': '65.6160', '2. high': '65.7070', '3. low': '65.3820', '4. close': '65.5520', '5. volume': '60345'}"
,"{'1. open': '65.6160', '2. high': '65.6920', '3. low': '65.4500', '4. close': '65.5220', '5. volume': '13381'}"
,"{'1. open': '65.6010', '2. high': '65.6840', '3. low': '65.4420', '4. close': '65.5300', '5. volume': '3469'}"
,"{'1. open': '65.6090', '2. high': '65.6770', '3. low': '65.4270', '4. close': '65.5070', '5. volume': '2700'}"
,"{'1. open': '65.5780', '2. high': '65.6690', '3. low': '65.4200', '4. close': '65.4990', '5. volume': '2669'}"
,"{'1. open': '65.4430', '2. high': '65.6390', '3. low': '65.2840', '4. close': '65.4770', '5. volume': '501783'}"
,"{'1. open': '65.5930', '2. high': '65.6620', '3. low': '65.4050', '4. close': '65.4770', '5. volume': '831'}"
,"{'1. open': '65.5710', '2. high': '65.6690', '3. low': '65.2840', '4. close': '65.5140', '5. volume': '1402176'}"
,"{'1. open': '65.5480', '2. high': '65.6390', '3. low': '65.3900', '4. close': '65.4840', '5. volume': '2048'}"
,"{'1. open': '65.5630', '2. high': '65.6310', '3. low': '65.3970', '4. close': '65.4770', '5. volume': '20000'}"
,"{'1. open': '65.5180', '2. high': '65.6310', '3. low': '65.3520', '4. close': '65.4770', '5. volume': '19569'}"
,"{'1. open': '65.5110', '2. high': '65.5940', '3. low': '65.2840', '4. close': '65.4240', '5. volume': '504945'}"
,"{'1. open': '65.4960', '2. high': '65.6200', '3. low': '65.2840', '4. close': '65.4240', '5. volume': '930050'}"
,"{'1. open': '65.5410', '2. high': '65.6090', '3. low': '65.2840', '4. close': '65.4240', '5. volume': '1513169'}"
,"{'1. open': '65.5330', '2. high': '65.6010', '3. low': '65.3670', '4. close': '65.4390', '5. volume': '2300'}"
,"{'1. open': '65.5480', '2. high': '65.6160', '3. low': '65.3750', '4. close': '65.4540', '5. volume': '40528'}"
,"{'1. open': '65.5710', '2. high': '65.6390', '3. low': '65.2840', '4. close': '65.4620', '5. volume': '1066489'}"
,"{'1. open': '65.5480', '2. high': '65.6310', '3. low': '65.2840', '4. close': '65.4770', '5. volume': '1197592'}"
,"{'1. open': '65.5930', '2. high': '65.6620', '3. low': '65.2770', '4. close': '65.4620', '5. volume': '8874443'}"
,"{'1. open': '65.4810', '2. high': '65.6840', '3. low': '65.3220', '4. close': '65.5140', '5. volume': '10246'}"
,"{'1. open': '65.5860', '2. high': '65.6690', '3. low': '65.1970', '4. close': '65.3270', '5. volume': '174913'}"
,"{'1. open': '65.5930', '2. high': '65.6770', '3. low': '65.4050', '4. close': '65.5070', '5. volume': '57269'}"
,"{'1. open': '65.5480', '2. high': '65.6840', '3. low': '65.3150', '4. close': '65.5070', '5. volume': '451541'}"
,"{'1. open': '65.5630', '2. high': '65.6460', '3. low': '65.3220', '4. close': '65.4690', '5. volume': '615838'}"
,"{'1. open': '65.4660', '2. high': '65.6840', '3. low': '65.2470', '4. close': '65.4770', '5. volume': '4606127'}"
,"{'1. open': '65.5110', '2. high': '65.6840', '3. low': '65.2850', '4. close': '65.3870', '5. volume': '9498670'}"
,"{'1. open': '65.6910', '2. high': '65.8270', '3. low': '65.2850', '4. close': '65.4240', '5. volume': '7578456'}"
,"{'1. open': '65.6840', '2. high': '65.7740', '3. low': '65.2470', '4. close': '65.6050', '5. volume': '7536211'}"
,"{'1. open': '65.5260', '2. high': '65.7970', '3. low': '65.2770', '4. close': '65.5900', '5. volume': '8047939'}"
,"{'1. open': '65.4060', '2. high': '65.6620', '3. low': '65.1870', '4. close': '65.4390', '5. volume': '9226244'}"
,"{'1. open': '65.3830', '2. high': '65.5490', '3. low': '64.8570', '4. close': '65.3190', '5. volume': '9607478'}"
,"{'1. open': '65.3830', '2. high': '65.5110', '3. low': '65.0900', '4. close': '65.2970', '5. volume': '4854641'}"
,"{'1. open': '65.1880', '2. high': '65.5490', '3. low': '64.9550', '4. close': '65.2960', '5. volume': '8158343'}"
,"{'1. open': '65.0970', '2. high': '65.3610', '3. low': '64.8270', '4. close': '65.1020', '5. volume': '4631966'}"
,"{'1. open': '64.9620', '2. high': '65.5110', '3. low': '64.7670', '4. close': '65.0190', '5. volume': '7909098'}"
,"{'1. open': '65.2780', '2. high': '65.3530', '3. low': '64.7670', '4. close': '64.8760', '5. volume': '4965394'}"
,"{'1. open': '65.3830', '2. high': '65.4510', '3. low': '65.0070', '4. close': '65.1920', '5. volume': '5261131'}"
,"{'1. open': '65.5330', '2. high': '65.7740', '3. low': '65.2170', '4. close': '65.2970', '5. volume': '7681156'}"
,"{'1. open': '65.5710', '2. high': '65.7290', '3. low': '65.3220', '4. close': '65.4390', '5. volume': '4188343'}"
,"{'1. open': '65.3910', '2. high': '65.7970', '3. low': '65.2100', '4. close': '65.4840', '5. volume': '9028912'}"
,"{'1. open': '65.3680', '2. high': '65.6090', '3. low': '65.1870', '4. close': '65.2970', '5. volume': '4306924'}"
,"{'1. open': '65.2400', '2. high': '65.4660', '3. low': '65.0450', '4. close': '65.2740', '5. volume': '4620581'}"
,"{'1. open': '64.9170', '2. high': '65.4060', '3. low': '64.7520', '4. close': '65.1390', '5. volume': '4461454'}"
,"{'1. open': '64.9920', '2. high': '65.0670', '3. low': '64.6400', '4. close': '64.8310', '5. volume': '4154384'}"
,"{'1. open': '65.1500', '2. high': '65.2250', '3. low': '64.8120', '4. close': '64.8990', '5. volume': '2561314'}"
,"{'1. open': '65.1880', '2. high': '65.3000', '3. low': '64.9550', '4. close': '65.0720', '5. volume': '1977009'}"
,"{'1. open': '65.0600', '2. high': '65.2930', '3. low': '64.8950', '4. close': '65.1020', '5. volume': '2621347'}"
,"{'1. open': '64.9850', '2. high': '65.2100', '3. low': '64.8270', '4. close': '64.9740', '5. volume': '2384286'}"
,"{'1. open': '64.9240', '2. high': '65.0900', '3. low': '64.7520', '4. close': '64.9060', '5. volume': '3029989'}"
,"{'1. open': '65.0450', '2. high': '65.1200', '3. low': '64.7070', '4. close': '64.8390', '5. volume': '3477939'}"
,"{'1. open': '65.0070', '2. high': '65.1650', '3. low': '64.8420', '4. close': '64.9350', '5. volume': '2735976'}"
,"{'1. open': '65.1120', '2. high': '65.2330', '3. low': '64.8200', '4. close': '64.9290', '5. volume': '3201312'}"
,"{'1. open': '65.2930', '2. high': '65.3980', '3. low': '64.9020', '4. close': '65.0270', '5. volume': '3556719'}"
,"{'1. open': '65.2920', '2. high': '65.4280', '3. low': '65.1050', '4. close': '65.2070', '5. volume': '2297141'}"
,"{'1. open': '65.2850', '2. high': '65.3830', '3. low': '65.0450', '4. close': '65.2070', '5. volume': '1669007'}"
,"{'1. open': '65.2700', '2. high': '65.3830', '3. low': '65.0520', '4. close': '65.2070', '5. volume': '2583867'}"
,"{'1. open': '65.4130', '2. high': '65.4880', '3. low': '65.0370', '4. close': '65.1840', '5. volume': '3157888'}"
,"{'1. open': '65.5260', '2. high': '65.6090', '3. low': '65.2400', '4. close': '65.3190', '5. volume': '2015902'}"
,"{'1. open': '65.4880', '2. high': '65.6240', '3. low': '65.3070', '4. close': '65.4320', '5. volume': '1823176'}"
,"{'1. open': '65.4280', '2. high': '65.5790', '3. low': '65.2470', '4. close': '65.3940', '5. volume': '1439891'}"
,"{'1. open': '65.4730', '2. high': '65.6010', '3. low': '65.2470', '4. close': '65.3420', '5. volume': '2249181'}"
,"{'1. open': '65.6540', '2. high': '65.7440', '3. low': '65.3070', '4. close': '65.3790', '5. volume': '1564962'}"
,"{'1. open': '65.5710', '2. high': '65.7670', '3. low': '65.4050', '4. close': '65.5670', '5. volume': '3151880'}"
,"{'1. open': '65.5630', '2. high': '65.6460', '3. low': '65.3370', '4. close': '65.4840', '5. volume': '1298656'}"
,"{'1. open': '65.7660', '2. high': '65.8420', '3. low': '65.3750', '4. close': '65.4770', '5. volume': '1361405'}"
,"{'1. open': '65.6990', '2. high': '65.8800', '3. low': '65.5100', '4. close': '65.6800', '5. volume': '2981580'}"
,"{'1. open': '65.6240', '2. high': '65.7820', '3. low': '65.4270', '4. close': '65.6120', '5. volume': '1762896'}"
,"{'1. open': '65.6540', '2. high': '65.7370', '3. low': '65.3970', '4. close': '65.5370', '5. volume': '1168437'}"
,"{'1. open': '65.5780', '2. high': '65.7590', '3. low': '65.4050', '4. close': '65.5750', '5. volume': '2212726'}"
,"{'1. open': '65.7060', '2. high': '65.7970', '3. low': '65.4050', '4. close': '65.4920', '5. volume': '2416920'}"
,"{'1. open': '65.7890', '2. high': '65.8570', '3. low': '65.4950', '4. close': '65.6200', '5. volume': '2281357'}"
,"{'1. open': '65.8550', '2. high': '65.9400', '3. low': '65.5770', '4. close': '65.7100', '5. volume': '2707824'}"
,"{'1. open': '65.8640', '2. high': '65.9920', '3. low': '65.6150', '4. close': '65.7850', '5. volume': '2683686'}"
,"{'1. open': '65.6690', '2. high': '65.9630', '3. low': '65.4270', '4. close': '65.7750', '5. volume': '3350804'}"
,"{'1. open': '65.6610', '2. high': '65.8570', '3. low': '65.4800', '4. close': '65.5750', '5. volume': '2436982'}"
,"{'1. open': '65.7440', '2. high': '65.8270', '3. low': '65.4500', '4. close': '65.5750', '5. volume': '3590101'}"
,"{'1. open': '65.8110', '2. high': '66.0450', '3. low': '65.5620', '4. close': '65.6500', '5. volume': '6186885'}"
,"{'1. open': '65.7890', '2. high': '66.0230', '3. low': '65.6150', '4. close': '65.7250', '5. volume': '4431629'}"
,"{'1. open': '65.7060', '2. high': '65.9550', '3. low': '65.4870', '4. close': '65.7100', '5. volume': '3418824'}"
,"{'1. open': '65.4510', '2. high': '65.7970', '3. low': '65.2620', '4. close': '65.6200', '5. volume': '4376142'}"
,"{'1. open': '65.5410', '2. high': '65.6090', '3. low': '65.2170', '4. close': '65.3640', '5. volume': '3251810'}"
,"{'1. open': '65.6460', '2. high': '65.7220', '3. low': '65.3150', '4. close': '65.4530', '5. volume': '3329840'}"
,"{'1. open': '65.8110', '2. high': '65.8950', '3. low': '65.4050', '4. close': '65.5600', '5. volume': '5058315'}"
,"{'1. open': '65.6310', '2. high': '65.9400', '3. low': '65.4500', '4. close': '65.7320', '5. volume': '3026664'}"
,"{'1. open': '65.7060', '2. high': '65.8050', '3. low': '65.4270', '4. close': '65.5520', '5. volume': '3324525'}"
,"{'1. open': '65.7740', '2. high': '65.8870', '3. low': '65.4800', '4. close': '65.6200', '5. volume': '3661458'}"
,"{'1. open': '65.6010', '2. high': '65.8570', '3. low': '65.3970', '4. close': '65.6870', '5. volume': '3417370'}"
,"{'1. open': '65.3600', '2. high': '65.7140', '3. low': '65.2020', '4. close': '65.5140', '5. volume': '5402459'}"
,"{'1. open': '65.3680', '2. high': '65.5560', '3. low': '65.2100', '4. close': '65.2820', '5. volume': '4391306'}"
,"{'1. open': '65.3680', '2. high': '65.5040', '3. low': '65.1270', '4. close': '65.2820', '5. volume': '2711433'}"
,"{'1. open': '65.5180', '2. high': '65.6390', '3. low': '65.1650', '4. close': '65.2740', '5. volume': '3538778'}"
,"{'1. open': '65.4880', '2. high': '65.6310', '3. low': '65.2770', '4. close': '65.4390', '5. volume': '2602490'}"
,"{'1. open': '65.7060', '2. high': '65.7970', '3. low': '65.3220', '4. close': '65.4020', '5. volume': '2558147'}"
,"{'1. open': '65.8870', '2. high': '66.0300', '3. low': '65.4950', '4. close': '65.6270', '5. volume': '5334511'}"
,"{'1. open': '65.8040', '2. high': '66.1280', '3. low': '65.5400', '4. close': '65.8070', '5. volume': '4991002'}"
,"{'1. open': '65.5930', '2. high': '65.9780', '3. low': '65.4350', '4. close': '65.7100', '5. volume': '6320439'}"
,"{'1. open': '65.6690', '2. high': '65.8870', '3. low': '65.3820', '4. close': '65.4990', '5. volume': '4996863'}"
,"{'1. open': '65.6540', '2. high': '65.9020', '3. low': '65.4800', '4. close': '65.5820', '5. volume': '4550518'}"
,"{'1. open': '65.6310', '2. high': '65.8420', '3. low': '65.4120', '4. close': '65.5670', '5. volume': '4578825'}"
,"{'1. open': '65.5630', '2. high': '65.8050', '3. low': '65.4050', '4. close': '65.5450', '5. volume': '6702684'}"
,"{'1. open': '65.2100', '2. high': '65.6460', '3. low': '65.0220', '4. close': '65.4770', '5. volume': '5209743'}"
,"{'1. open': '65.0370', '2. high': '65.4360', '3. low': '64.8720', '4. close': '65.1240', '5. volume': '5311322'}"
,"{'1. open': '65.2030', '2. high': '65.3300', '3. low': '64.8720', '4. close': '64.9510', '5. volume': '4228516'}"
,"{'1. open': '65.2180', '2. high': '65.2930', '3. low': '65.0150', '4. close': '65.1170', '5. volume': '448284'}"
,"{'1. open': '65.2100', '2. high': '65.3300', '3. low': '65.0450', '4. close': '65.1320', '5. volume': '89626'}"
,"{'1. open': '65.2330', '2. high': '65.3530', '3. low': '65.0600', '4. close': '65.1320', '5. volume': '106376'}"
,"{'1. open': '65.3080', '2. high': '65.3830', '3. low': '65.0520', '4. close': '65.1540', '5. volume': '111446'}"
,"{'1. open': '65.2930', '2. high': '65.4730', '3. low': '65.1270', '4. close': '65.2290', '5. volume': '231075'}"
,"{'1. open': '65.3230', '2. high': '65.4130', '3. low': '65.1050', '4. close': '65.1990', '5. volume': '103564'}"
,"{'1. open': '65.2850', '2. high': '65.4280', '3. low': '65.1120', '4. close': '65.2440', '5. volume': '74011'}"
,"{'1. open': '65.3450', '2. high': '65.4660', '3. low': '65.0900', '4. close': '65.1990', '5. volume': '156090'}"
,"{'1. open': '65.3000', '2. high': '65.4730', '3. low': '65.1350', '4. close': '65.2890', '5. volume': '141481'}"
,"{'1. open': '65.3080', '2. high': '65.4130', '3. low': '65.0900', '4. close': '65.2070', '5. volume': '178669'}"
,"{'1. open': '65.2180', '2. high': '65.5100', '3. low': '65.0520', '4. close': '65.2220', '5. volume': '525944'}"
,"{'1. open': '65.1200', '2. high': '65.3460', '3. low': '64.9620', '4. close': '65.1240', '5. volume': '508826'}"
,"{'1. open': '65.0370', '2. high': '65.2100', '3. low': '64.8270', '4. close': '64.8990', '5. volume': '124873'}"
,"{'1. open': '65.0000', '2. high': '65.1350', '3. low': '64.8270', '4. close': '64.9440', '5. volume': '171126'}"
,"{'1. open': '65.0600', '2. high': '65.1270', '3. low': '64.7750', '4. close': '64.9140', '5. volume': '89686'}"
,"{'1. open': '65.0670', '2. high': '65.1720', '3. low': '64.8650', '4. close': '64.9810', '5. volume': '66409'}"
,"{'1. open': '65.0600', '2. high': '65.1500', '3. low': '64.8570', '4. close': '64.9810', '5. volume': '44230'}"
,"{'1. open': '65.1350', '2. high': '65.2330', '3. low': '64.8650', '4. close': '64.9810', '5. volume': '416185'}"
