Meta Data,Time Series (5min)
"Intraday (5min) open, high, low, close prices and volume",
SPY,
2009-01-30 19:55:00,
5min,
Full size,
US/Eastern,
,"{'1. open': '69.7050', '2. high': '69.7780', '3. low': '69.5210', '4. close': '69.5980', '5. volume': '2600'}"
,"{'1. open': '69.7350', '2. high': '69.8080', '3. low': '69.5510', '4. close': '69.6430', '5. volume': '800'}"
,"{'1. open': '69.7500', '2. high': '69.8300', '3. low': '69.5810', '4. close': '69.6660', '5. volume': '10000'}"
,"{'1. open': '69.7730', '2. high': '69.8450', '3. low': '69.5810', '4. close': '69.6580', '5. volume': '10300'}"
,"{'1. open': '69.7350', '2. high': '69.8080', '3. low': '69.5660', '4. close': '69.6430', '5. volume': '200'}"
,"{'1. open': '69.8180', '2. high': '69.8900', '3. low': '69.6490', '4. close': '69.7260', '5. volume': '100'}"
,"{'1. open': '69.7880', '2. high': '69.8600', '3. low': '69.6040', '4. close': '69.6810', '5. volume': '300'}"
,"{'1. open': '69.7650', '2. high': '69.8380', '3. low': '69.5960', '4. close': '69.6730', '5. volume': '100'}"
,"{'1. open': '69.7350', '2. high': '69.8080', '3. low': '69.5660', '4. close': '69.6430', '5. volume': '500'}"
,"{'1. open': '69.7050', '2. high': '69.7780', '3. low': '69.5360', '4. close': '69.6130', '5. volume': '600'}"
,"{'1. open': '69.7580', '2. high': '69.8300', '3. low': '69.5660', '4. close': '69.6430', '5. volume': '1100'}"
,"{'1. open': '69.7050', '2. high': '69.7780', '3. low': '69.5360', '4. close': '69.6130', '5. volume': '200'}"
,"{'1. open': '69.7050', '2. high': '69.7780', '3. low': '69.5360', '4. close': '69.6130', '5. volume': '100'}"
,"{'1. open': '69.7880', '2. high': '69.8600', '3. low': '69.6190', '4. close': '69.6960', '5. volume': '1970'}"
,"{'1. open': '69.5700', '2. high': '69.6420', '3. low': '69.4010', '4. close': '69.4780', '5. volume': '100'}"
,"{'1. open': '69.6230', '2. high': '69.6950', '3. low': '69.4540', '4. close': '69.5310', '5. volume': '100'}"
,"{'1. open': '69.6230', '2. high': '69.6950', '3. low': '69.4540', '4. close': '69.5310', '5. volume': '800'}"
,"{'1. open': '69.5400', '2. high': '69.6120', '3. low': '69.3260', '4. close': '69.4030', '5. volume': '1000'}"
,"{'1. open': '69.5170', '2. high': '69.6200', '3. low': '69.3260', '4. close': '69.4410', '5. volume': '2300'}"
,"{'1. open': '70.1040', '2. high': '70.2740', '3. low': '69.9260', '4. close': '70.1090', '5. volume': '21043'}"
,"{'1. open': '70.0740', '2. high': '70.1760', '3. low': '69.9040', '4. close': '70.0110', '5. volume': '10391'}"
,"{'1. open': '70.0440', '2. high': '70.1690', '3. low': '69.8740', '4. close': '69.9810', '5. volume': '13952'}"
,"{'1. open': '70.0440', '2. high': '70.1310', '3. low': '69.8740', '4. close': '69.9590', '5. volume': '14962'}"
,"{'1. open': '70.0290', '2. high': '70.1310', '3. low': '69.8590', '4. close': '69.9660', '5. volume': '9256'}"
,"{'1. open': '70.0130', '2. high': '70.0940', '3. low': '69.8290', '4. close': '69.9290', '5. volume': '10978'}"
,"{'1. open': '69.9610', '2. high': '70.0640', '3. low': '69.7840', '4. close': '69.8990', '5. volume': '5176'}"
,"{'1. open': '69.9530', '2. high': '70.0330', '3. low': '69.7840', '4. close': '69.8690', '5. volume': '6100'}"
,"{'1. open': '69.9460', '2. high': '70.0260', '3. low': '69.7690', '4. close': '69.8540', '5. volume': '17100'}"
,"{'1. open': '69.9380', '2. high': '70.0180', '3. low': '69.7540', '4. close': '69.8540', '5. volume': '12605'}"
,"{'1. open': '69.9160', '2. high': '69.9880', '3. low': '69.7460', '4. close': '69.8240', '5. volume': '500'}"
,"{'1. open': '69.9310', '2. high': '70.0030', '3. low': '69.7540', '4. close': '69.8310', '5. volume': '1438'}"
,"{'1. open': '69.9380', '2. high': '70.0110', '3. low': '69.7540', '4. close': '69.8310', '5. volume': '1100'}"
,"{'1. open': '69.9310', '2. high': '70.0560', '3. low': '69.7610', '4. close': '69.8610', '5. volume': '7931'}"
,"{'1. open': '69.9160', '2. high': '70.0180', '3. low': '69.7160', '4. close': '69.8390', '5. volume': '9712'}"
,"{'1. open': '69.9010', '2. high': '70.0110', '3. low': '69.7090', '4. close': '69.8240', '5. volume': '18849'}"
,"{'1. open': '69.9080', '2. high': '69.9880', '3. low': '69.7090', '4. close': '69.8090', '5. volume': '24193'}"
,"{'1. open': '69.9010', '2. high': '69.9730', '3. low': '69.7240', '4. close': '69.8090', '5. volume': '12140'}"
,"{'1. open': '69.9010', '2. high': '69.9960', '3. low': '69.7240', '4. close': '69.8160', '5. volume': '3406'}"
,"{'1. open': '69.9230', '2. high': '70.0110', '3. low': '69.7390', '4. close': '69.8160', '5. volume': '5463'}"
,"{'1. open': '69.9460', '2. high': '70.0180', '3. low': '69.7540', '4. close': '69.8310', '5. volume': '1407'}"
,"{'1. open': '69.9230', '2. high': '70.0180', '3. low': '69.7540', '4. close': '69.8540', '5. volume': '9487'}"
,"{'1. open': '69.9460', '2. high': '70.0180', '3. low': '69.7760', '4. close': '69.8540', '5. volume': '1174'}"
,"{'1. open': '69.9680', '2. high': '70.0490', '3. low': '69.7390', '4. close': '69.8540', '5. volume': '141820'}"
,"{'1. open': '69.9910', '2. high': '70.0640', '3. low': '69.7760', '4. close': '69.8760', '5. volume': '60106'}"
,"{'1. open': '69.9460', '2. high': '70.0180', '3. low': '69.7610', '4. close': '69.8460', '5. volume': '36036'}"
,"{'1. open': '69.9830', '2. high': '70.0560', '3. low': '69.7610', '4. close': '69.8390', '5. volume': '13148'}"
,"{'1. open': '69.9160', '2. high': '70.0560', '3. low': '69.6260', '4. close': '69.8910', '5. volume': '9100'}"
,"{'1. open': '69.9460', '2. high': '70.1090', '3. low': '69.7760', '4. close': '69.9440', '5. volume': '7611'}"
,"{'1. open': '69.9610', '2. high': '70.0560', '3. low': '69.7010', '4. close': '69.7790', '5. volume': '5981'}"
,"{'1. open': '69.9380', '2. high': '70.0560', '3. low': '69.7690', '4. close': '69.8910', '5. volume': '3786'}"
,"{'1. open': '69.9460', '2. high': '70.0330', '3. low': '69.7690', '4. close': '69.8460', '5. volume': '3100'}"
,"{'1. open': '69.9310', '2. high': '70.0260', '3. low': '69.7390', '4. close': '69.8610', '5. volume': '4015'}"
,"{'1. open': '69.9380', '2. high': '70.0110', '3. low': '69.7540', '4. close': '69.8460', '5. volume': '2670'}"
,"{'1. open': '69.9610', '2. high': '70.0410', '3. low': '69.7760', '4. close': '69.8540', '5. volume': '5969'}"
,"{'1. open': '69.9380', '2. high': '70.0410', '3. low': '69.7690', '4. close': '69.8540', '5. volume': '5769'}"
,"{'1. open': '69.9080', '2. high': '70.0110', '3. low': '69.7390', '4. close': '69.8390', '5. volume': '15680'}"
,"{'1. open': '69.9310', '2. high': '70.0110', '3. low': '69.6640', '4. close': '69.8160', '5. volume': '102222'}"
,"{'1. open': '70.1490', '2. high': '70.2220', '3. low': '69.7610', '4. close': '69.8460', '5. volume': '98348'}"
,"{'1. open': '70.1560', '2. high': '70.2590', '3. low': '69.9640', '4. close': '70.0410', '5. volume': '35683'}"
,"{'1. open': '70.0660', '2. high': '70.2290', '3. low': '69.8740', '4. close': '70.0560', '5. volume': '1515880'}"
,"{'1. open': '70.1340', '2. high': '70.2070', '3. low': '69.8590', '4. close': '69.9510', '5. volume': '2227988'}"
,"{'1. open': '70.1940', '2. high': '70.2670', '3. low': '69.9640', '4. close': '70.0490', '5. volume': '60923'}"
,"{'1. open': '70.1560', '2. high': '70.2820', '3. low': '69.9860', '4. close': '70.0940', '5. volume': '74700'}"
,"{'1. open': '70.1340', '2. high': '70.3250', '3. low': '69.9640', '4. close': '70.0710', '5. volume': '58777'}"
,"{'1. open': '70.1940', '2. high': '70.3130', '3. low': '69.9640', '4. close': '70.0410', '5. volume': '1742815'}"
,"{'1. open': '70.2290', '2. high': '70.4100', '3. low': '70.0240', '4. close': '70.1010', '5. volume': '6034624'}"
,"{'1. open': '70.2390', '2. high': '70.4320', '3. low': '70.0160', '4. close': '70.2290', '5. volume': '20780973'}"
,"{'1. open': '70.2010', '2. high': '70.3190', '3. low': '69.9110', '4. close': '70.1460', '5. volume': '7812657'}"
,"{'1. open': '70.2310', '2. high': '70.3800', '3. low': '69.9110', '4. close': '70.1010', '5. volume': '5266977'}"
,"{'1. open': '70.2090', '2. high': '70.3870', '3. low': '69.9260', '4. close': '70.1390', '5. volume': '5592736'}"
,"{'1. open': '69.9460', '2. high': '70.3190', '3. low': '69.7390', '4. close': '70.1240', '5. volume': '8137569'}"
,"{'1. open': '70.0290', '2. high': '70.2290', '3. low': '69.6490', '4. close': '69.8540', '5. volume': '9977837'}"
,"{'1. open': '70.1190', '2. high': '70.3800', '3. low': '69.8510', '4. close': '69.9440', '5. volume': '6142428'}"
,"{'1. open': '70.1340', '2. high': '70.3270', '3. low': '69.8120', '4. close': '70.0340', '5. volume': '4461802'}"
,"{'1. open': '70.2390', '2. high': '70.3420', '3. low': '69.9190', '4. close': '70.0490', '5. volume': '4621566'}"
,"{'1. open': '70.4190', '2. high': '70.5750', '3. low': '70.0310', '4. close': '70.1460', '5. volume': '3621876'}"
,"{'1. open': '70.4870', '2. high': '70.5600', '3. low': '70.1420', '4. close': '70.3270', '5. volume': '3608361'}"
,"{'1. open': '70.6980', '2. high': '70.7930', '3. low': '70.2640', '4. close': '70.3940', '5. volume': '3313006'}"
,"{'1. open': '70.7800', '2. high': '70.8910', '3. low': '70.4740', '4. close': '70.6040', '5. volume': '3460013'}"
,"{'1. open': '70.6820', '2. high': '70.8690', '3. low': '70.4810', '4. close': '70.6790', '5. volume': '2695334'}"
,"{'1. open': '70.7500', '2. high': '70.8310', '3. low': '70.4440', '4. close': '70.5890', '5. volume': '3009136'}"
,"{'1. open': '70.6000', '2. high': '70.8460', '3. low': '70.4210', '4. close': '70.6570', '5. volume': '4222987'}"
,"{'1. open': '70.4650', '2. high': '70.6880', '3. low': '70.2860', '4. close': '70.5070', '5. volume': '2053467'}"
,"{'1. open': '70.4190', '2. high': '70.6510', '3. low': '70.2490', '4. close': '70.3720', '5. volume': '4658515'}"
,"{'1. open': '70.4720', '2. high': '70.6960', '3. low': '70.2490', '4. close': '70.3340', '5. volume': '5043035'}"
,"{'1. open': '70.3740', '2. high': '70.5600', '3. low': '70.1440', '4. close': '70.3830', '5. volume': '2851589'}"
,"{'1. open': '70.4340', '2. high': '70.6280', '3. low': '70.1740', '4. close': '70.2890', '5. volume': '3783119'}"
,"{'1. open': '70.3370', '2. high': '70.6280', '3. low': '70.1440', '4. close': '70.3420', '5. volume': '4884467'}"
,"{'1. open': '70.1490', '2. high': '70.5150', '3. low': '69.9640', '4. close': '70.2440', '5. volume': '6167097'}"
,"{'1. open': '69.9680', '2. high': '70.2290', '3. low': '69.5220', '4. close': '70.0560', '5. volume': '5781889'}"
,"{'1. open': '70.0890', '2. high': '70.1760', '3. low': '69.6940', '4. close': '69.8760', '5. volume': '4749526'}"
,"{'1. open': '70.1790', '2. high': '70.2670', '3. low': '69.8890', '4. close': '69.9890', '5. volume': '1995747'}"
,"{'1. open': '70.2160', '2. high': '70.3800', '3. low': '69.9490', '4. close': '70.1010', '5. volume': '2288768'}"
,"{'1. open': '70.0510', '2. high': '70.3040', '3. low': '69.8330', '4. close': '70.1160', '5. volume': '3091234'}"
,"{'1. open': '70.0210', '2. high': '70.1690', '3. low': '69.7840', '4. close': '69.9590', '5. volume': '1541049'}"
,"{'1. open': '70.0210', '2. high': '70.2220', '3. low': '69.7610', '4. close': '69.9360', '5. volume': '4334583'}"
,"{'1. open': '70.0130', '2. high': '70.1160', '3. low': '69.7010', '4. close': '69.9360', '5. volume': '2585274'}"
,"{'1. open': '70.0130', '2. high': '70.1390', '3. low': '69.7610', '4. close': '69.9210', '5. volume': '1696687'}"
,"{'1. open': '69.9090', '2. high': '70.1010', '3. low': '69.6560', '4. close': '69.9210', '5. volume': '3423561'}"
,"{'1. open': '70.0810', '2. high': '70.1760', '3. low': '69.7310', '4. close': '69.8240', '5. volume': '2481374'}"
,"{'1. open': '70.1640', '2. high': '70.2590', '3. low': '69.8960', '4. close': '69.9810', '5. volume': '1875841'}"
,"{'1. open': '70.2090', '2. high': '70.2820', '3. low': '69.9560', '4. close': '70.0790', '5. volume': '2901159'}"
,"{'1. open': '70.3520', '2. high': '70.4320', '3. low': '70.0240', '4. close': '70.1160', '5. volume': '2587825'}"
,"{'1. open': '70.3740', '2. high': '70.4700', '3. low': '70.1510', '4. close': '70.2660', '5. volume': '1620855'}"
,"{'1. open': '70.3820', '2. high': '70.5150', '3. low': '70.1960', '4. close': '70.2810', '5. volume': '1146268'}"
,"{'1. open': '70.3070', '2. high': '70.4700', '3. low': '70.0460', '4. close': '70.2890', '5. volume': '3323041'}"
,"{'1. open': '70.3740', '2. high': '70.4700', '3. low': '70.1210', '4. close': '70.2210', '5. volume': '2133653'}"
,"{'1. open': '70.2310', '2. high': '70.4620', '3. low': '70.0540', '4. close': '70.2810', '5. volume': '2398882'}"
,"{'1. open': '70.0810', '2. high': '70.3040', '3. low': '69.8890', '4. close': '70.1390', '5. volume': '1106922'}"
,"{'1. open': '70.0590', '2. high': '70.1990', '3. low': '69.8660', '4. close': '69.9890', '5. volume': '1228143'}"
,"{'1. open': '70.1410', '2. high': '70.2890', '3. low': '69.8890', '4. close': '69.9740', '5. volume': '1367472'}"
,"{'1. open': '70.2540', '2. high': '70.3270', '3. low': '69.9710', '4. close': '70.0490', '5. volume': '1446190'}"
,"{'1. open': '70.1860', '2. high': '70.3650', '3. low': '69.9790', '4. close': '70.1690', '5. volume': '2315941'}"
,"{'1. open': '69.9980', '2. high': '70.2670', '3. low': '69.8140', '4. close': '70.0940', '5. volume': '1621018'}"
,"{'1. open': '70.0290', '2. high': '70.1240', '3. low': '69.7760', '4. close': '69.8990', '5. volume': '1396835'}"
,"{'1. open': '70.0130', '2. high': '70.1310', '3. low': '69.7760', '4. close': '69.9290', '5. volume': '1342364'}"
,"{'1. open': '70.0810', '2. high': '70.1990', '3. low': '69.8360', '4. close': '69.9210', '5. volume': '2059723'}"
,"{'1. open': '70.0890', '2. high': '70.1840', '3. low': '69.8210', '4. close': '69.9890', '5. volume': '1308289'}"
,"{'1. open': '70.0360', '2. high': '70.2140', '3. low': '69.8510', '4. close': '69.9960', '5. volume': '1446074'}"
,"{'1. open': '70.0320', '2. high': '70.1760', '3. low': '69.7910', '4. close': '69.9500', '5. volume': '1659718'}"
,"{'1. open': '69.9230', '2. high': '70.1240', '3. low': '69.7540', '4. close': '69.9440', '5. volume': '1860229'}"
,"{'1. open': '69.8410', '2. high': '70.0710', '3. low': '69.5890', '4. close': '69.8310', '5. volume': '3123213'}"
,"{'1. open': '69.9230', '2. high': '70.0260', '3. low': '69.6560', '4. close': '69.7560', '5. volume': '3381172'}"
,"{'1. open': '69.7650', '2. high': '70.0180', '3. low': '69.5890', '4. close': '69.8310', '5. volume': '3053609'}"
,"{'1. open': '69.6980', '2. high': '69.8830', '3. low': '69.5210', '4. close': '69.6800', '5. volume': '2075370'}"
,"{'1. open': '69.8180', '2. high': '69.9210', '3. low': '69.4990', '4. close': '69.6060', '5. volume': '3238567'}"
,"{'1. open': '69.9610', '2. high': '70.0940', '3. low': '69.6190', '4. close': '69.7260', '5. volume': '2989435'}"
,"{'1. open': '69.9980', '2. high': '70.2140', '3. low': '69.7090', '4. close': '69.8760', '5. volume': '3823266'}"
,"{'1. open': '70.0810', '2. high': '70.2520', '3. low': '69.8210', '4. close': '69.9060', '5. volume': '2658459'}"
,"{'1. open': '70.2240', '2. high': '70.3190', '3. low': '69.8960', '4. close': '69.9810', '5. volume': '2018868'}"
,"{'1. open': '70.1410', '2. high': '70.3420', '3. low': '69.8510', '4. close': '70.1310', '5. volume': '2412668'}"
,"{'1. open': '70.0570', '2. high': '70.2370', '3. low': '69.8810', '4. close': '70.0490', '5. volume': '2488645'}"
,"{'1. open': '69.9010', '2. high': '70.1990', '3. low': '69.7300', '4. close': '69.9660', '5. volume': '3589939'}"
,"{'1. open': '70.1190', '2. high': '70.2220', '3. low': '69.6260', '4. close': '69.8090', '5. volume': '7028899'}"
,"{'1. open': '70.0740', '2. high': '70.2140', '3. low': '69.7990', '4. close': '70.0260', '5. volume': '3847705'}"
,"{'1. open': '70.2620', '2. high': '70.3340', '3. low': '69.8140', '4. close': '69.9810', '5. volume': '7710957'}"
,"{'1. open': '70.4230', '2. high': '70.5080', '3. low': '70.0310', '4. close': '70.1610', '5. volume': '6259636'}"
,"{'1. open': '70.5920', '2. high': '70.6880', '3. low': '70.2410', '4. close': '70.3270', '5. volume': '4589425'}"
,"{'1. open': '70.8100', '2. high': '71.0720', '3. low': '70.3910', '4. close': '70.4990', '5. volume': '8224482'}"
,"{'1. open': '70.8850', '2. high': '70.9740', '3. low': '70.6160', '4. close': '70.7240', '5. volume': '2712192'}"
,"{'1. open': '70.7880', '2. high': '70.9970', '3. low': '70.5560', '4. close': '70.7920', '5. volume': '4956547'}"
,"{'1. open': '70.4490', '2. high': '70.8690', '3. low': '70.1960', '4. close': '70.6940', '5. volume': '6920816'}"
,"{'1. open': '70.4040', '2. high': '70.6050', '3. low': '70.0760', '4. close': '70.3570', '5. volume': '6351807'}"
,"{'1. open': '70.4340', '2. high': '70.5680', '3. low': '70.1140', '4. close': '70.3030', '5. volume': '5764007'}"
,"{'1. open': '70.3820', '2. high': '70.5900', '3. low': '70.1660', '4. close': '70.3400', '5. volume': '6505886'}"
,"{'1. open': '70.4120', '2. high': '70.5080', '3. low': '70.1740', '4. close': '70.2970', '5. volume': '357144'}"
,"{'1. open': '70.4650', '2. high': '70.5380', '3. low': '70.2190', '4. close': '70.3190', '5. volume': '116672'}"
,"{'1. open': '70.4040', '2. high': '70.5450', '3. low': '70.2040', '4. close': '70.3720', '5. volume': '615494'}"
,"{'1. open': '70.4270', '2. high': '70.5080', '3. low': '70.2190', '4. close': '70.3040', '5. volume': '23918'}"
,"{'1. open': '70.3820', '2. high': '70.5080', '3. low': '70.2040', '4. close': '70.3270', '5. volume': '90042'}"
,"{'1. open': '70.4650', '2. high': '70.5530', '3. low': '70.2040', '4. close': '70.2890', '5. volume': '97901'}"
,"{'1. open': '70.4870', '2. high': '70.5600', '3. low': '70.2560', '4. close': '70.3790', '5. volume': '170415'}"
,"{'1. open': '70.5320', '2. high': '70.6050', '3. low': '70.2640', '4. close': '70.3940', '5. volume': '167653'}"
,"{'1. open': '70.4950', '2. high': '70.5680', '3. low': '70.2560', '4. close': '70.3490', '5. volume': '88465'}"
,"{'1. open': '70.4950', '2. high': '70.5750', '3. low': '70.2560', '4. close': '70.3940', '5. volume': '129741'}"
,"{'1. open': '70.4720', '2. high': '70.5680', '3. low': '70.2710', '4. close': '70.3940', '5. volume': '98137'}"
,"{'1. open': '70.4420', '2. high': '70.5600', '3. low': '70.2410', '4. close': '70.3720', '5. volume': '117326'}"
,"{'1. open': '70.4040', '2. high': '70.5600', '3. low': '70.2260', '4. close': '70.3420', '5. volume': '100031'}"
,"{'1. open': '70.4040', '2. high': '70.4920', '3. low': '70.2040', '4. close': '70.3040', '5. volume': '93959'}"
,"{'1. open': '70.4270', '2. high': '70.5150', '3. low': '70.2260', '4. close': '70.3120', '5. volume': '114203'}"
,"{'1. open': '70.4570', '2. high': '70.5380', '3. low': '70.2260', '4. close': '70.3420', '5. volume': '81227'}"
,"{'1. open': '70.5020', '2. high': '70.5900', '3. low': '70.2640', '4. close': '70.3790', '5. volume': '75661'}"
